,predict,p0,p1,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Revolving_Bal,Total_Trans_Amt,Total_Trans_Ct,churn,log_Credit_Limit,log_Avg_Open_To_Buy,log_Total_Trans_Amt,log_Avg_Utilization_Ratio,has_revolving_balance,joined_during_campaign,relationship_bin,inactivity_level,contact_level,txn_band,Avg_Utilization_Ratio
478,0,0.8608924727829614,0.1391075272170385,58,M,1,High School,Single,$40K - $60K,Blue,46,0,1025,35,0,8.626944055375356,8.626944055375356,6.933423025730715,0.0,0,0,high,1,0,low,0.0
479,0,0.9816560568733538,0.0183439431266462,58,M,4,Unknown,Married,$60K - $80K,Blue,44,2149,1700,35,0,9.39357817555449,9.196444266784072,7.438971592395862,0.1646666215552338,1,0,high,1,2,low,0.179
480,0,0.984209900572271,0.015790099427729,46,M,2,Uneducated,Divorced,$80K - $120K,Blue,36,1597,1628,51,0,10.44920723527944,10.401835654791006,7.395721608602045,0.0449733656427311,1,1,high,1,2,medium,0.046
481,0,0.990353582945402,0.0096464170545978,37,F,1,Graduate,Married,$40K - $60K,Blue,29,885,1377,32,0,8.388222810119277,8.163371316459912,7.228388451573604,0.1831545430978465,1,0,high,1,2,low,0.201
482,0,0.9322625459916766,0.0677374540083234,46,M,4,Graduate,Single,$80K - $120K,Blue,35,723,1517,33,0,9.816076095525158,9.775824621045972,7.325148957955575,0.0382587121170903,1,0,high,1,2,low,0.039
483,0,0.9895506411124328,0.0104493588875672,46,F,4,Post-Graduate,Married,Less than $40K,Blue,37,1972,1528,25,0,8.235890725928495,7.496652438168283,7.332369205929062,0.4206820739130248,1,0,high,1,2,low,0.523
484,0,0.9882183099549352,0.0117816900450647,41,M,1,Graduate,Single,$80K - $120K,Blue,29,1748,1329,24,0,9.984376056269468,9.900332580842829,7.1929342212158,0.0778865386570712,1,0,high,1,2,low,0.081
485,0,0.9593935706357868,0.0406064293642133,48,F,3,High School,Divorced,$40K - $60K,Blue,40,774,1505,33,0,7.560080465021827,7.044032897274685,7.317212408359839,0.3386128011203239,1,0,high,1,2,low,0.403
486,0,0.979360233781336,0.0206397662186641,49,F,3,Graduate,Single,$40K - $60K,Blue,33,1713,1172,38,0,9.209940291954844,9.021960500598263,7.067319848653476,0.1578580846155803,1,0,high,1,2,low,0.171
487,0,0.9661670423511142,0.0338329576488857,44,M,2,Graduate,Married,$80K - $120K,Blue,35,2098,1646,39,0,9.3852176218809,9.191463316206494,7.40671073017764,0.1621188494764351,1,0,medium,1,2,low,0.176
488,0,0.9939733076599148,0.006026692340085,39,F,3,College,Married,Less than $40K,Blue,36,1529,1693,32,0,7.731930721948486,6.621405651764134,7.434847875211999,0.5134222496132567,1,1,high,1,0,low,0.671
489,0,0.7804127002362257,0.2195872997637743,57,M,1,College,Single,$40K - $60K,Blue,48,0,1336,23,0,8.17188200612782,8.17188200612782,7.198183577101943,0.0,0,0,medium,1,2,low,0.0
490,0,0.9878238589608574,0.0121761410391425,48,M,3,High School,Married,$80K - $120K,Blue,36,1351,1289,19,0,10.328101479483053,10.282916646093453,7.162397497355718,0.0430594894604469,1,1,high,1,2,low,0.044
491,0,0.9954658907787964,0.0045341092212036,47,M,3,High School,Single,$80K - $120K,Blue,42,1923,1416,32,0,10.10565258546514,10.023845049199862,7.256297239690681,0.0760346862759976,1,0,high,1,0,low,0.079
492,0,0.7648983663188559,0.2351016336811441,56,F,1,Uneducated,Divorced,Unknown,Blue,52,0,1608,33,0,9.77349275591994,9.77349275591994,7.383368146992384,0.0,0,0,high,1,2,low,0.0
493,1,0.3524766555446759,0.6475233444553241,54,F,0,College,Married,Less than $40K,Blue,40,0,1885,51,0,7.40184157874383,7.40184157874383,7.542213463193403,0.0,0,0,medium,1,2,medium,0.0
494,0,0.983988622274544,0.016011377725456,54,M,1,Graduate,Married,$60K - $80K,Blue,36,2216,1744,53,0,7.988882253309227,6.595780513961311,7.464509834636528,0.5607579925141997,1,1,medium,1,2,medium,0.752
495,0,0.9851753073111108,0.0148246926888892,52,M,4,High School,Married,$80K - $120K,Blue,42,1112,1922,48,0,8.655040258108363,8.439663988907,7.56164174558878,0.1773090149704103,1,0,high,1,0,medium,0.194
496,0,0.9893799394839262,0.0106200605160737,43,M,4,Unknown,Unknown,$120K +,Blue,34,1833,1448,29,0,10.41346281484728,10.35685354062884,7.278628942320682,0.0535407669280298,1,0,high,1,2,low,0.055
497,0,0.992145693839142,0.0078543061608579,59,M,1,College,Single,$40K - $60K,Blue,48,1603,1300,36,0,8.889032571874742,8.639233817325263,7.170888478512505,0.1996701951285676,1,0,high,1,2,low,0.221
498,0,0.9976682889599569,0.0023317110400431,44,M,1,Unknown,Married,Unknown,Blue,34,1895,1366,31,0,7.967626739333816,6.898714534329988,7.220373836723949,0.5050087384444258,1,0,high,1,0,low,0.657
499,0,0.9943254054381598,0.0056745945618401,56,F,1,College,Married,Less than $40K,Blue,36,1257,1439,39,0,7.879291485082271,7.233455418621439,7.272398392570047,0.3893357261782807,1,1,high,1,2,low,0.476
500,0,0.9969083688231704,0.0030916311768295,45,F,4,Graduate,Married,Unknown,Blue,35,2043,1241,46,0,7.938088726896952,6.63200177739563,7.124478262493424,0.5475432067011534,1,0,high,1,0,medium,0.729
501,0,0.8938182720213703,0.1061817279786297,55,M,1,High School,Married,$80K - $120K,Blue,45,809,1917,33,0,9.728836502046391,9.679468618185965,7.559038255443384,0.0468835858988504,1,0,medium,1,2,low,0.048
502,0,0.9877722513079252,0.0122277486920747,48,F,3,College,Divorced,$40K - $60K,Blue,41,1672,1391,39,0,9.141740280483926,8.944419791305915,7.238496840894365,0.1646666215552338,1,0,high,1,2,low,0.179
503,0,0.9653502235761044,0.0346497764238956,56,F,5,College,Single,Less than $40K,Blue,43,2517,1246,31,0,7.92443418488756,5.5093883366279774,7.1284959456800365,0.647626665258136,1,0,high,1,0,low,0.911
504,0,0.9848073272381432,0.0151926727618568,41,M,3,Uneducated,Married,$60K - $80K,Blue,36,1044,1248,27,0,9.763765609360991,9.701860844684168,7.130098510125578,0.0582689081239757,1,1,high,1,2,low,0.06
505,0,0.9407999582779456,0.0592000417220544,65,F,1,High School,Married,Less than $40K,Blue,36,2493,1936,44,0,8.070593539949519,6.559615237493242,7.5688956634069955,0.5766133643039938,1,1,medium,1,0,medium,0.78
506,0,0.9701990843934412,0.0298009156065588,34,M,4,Post-Graduate,Single,$80K - $120K,Blue,26,1786,2375,63,0,8.537191877922927,8.106212902619962,7.773173680482536,0.300104592450338,1,0,medium,1,2,medium,0.35
507,0,0.9351978254139792,0.0648021745860206,56,M,3,Post-Graduate,Married,$60K - $80K,Blue,39,2517,1238,25,0,8.282988692742602,7.271703706887368,7.122059881629142,0.4922542381805553,1,0,medium,1,2,low,0.636
508,0,0.9921079755864752,0.0078920244135249,62,F,1,High School,Married,Less than $40K,Blue,48,1985,1626,41,0,8.052296499538647,7.052721049232323,7.394493107219038,0.4898062565419153,1,0,high,1,1,medium,0.632
509,1,0.1352920494345645,0.8647079505654355,45,F,3,Uneducated,Single,Unknown,Blue,36,710,791,22,1,8.301273485191347,8.107418811719974,6.674561391814426,0.1621188494764351,1,1,medium,1,2,low,0.176
510,0,0.8016196812334406,0.1983803187665593,38,F,2,Uneducated,Single,Less than $40K,Blue,32,0,1204,28,0,7.725330037917135,7.725330037917135,7.094234845924755,0.0,0,0,high,1,2,low,0.0
511,0,0.9877556387219636,0.0122443612780365,49,M,3,Unknown,Unknown,$120K +,Blue,44,2008,1300,33,0,9.98142034359255,9.883947890661512,7.170888478512505,0.0889262091944015,1,0,high,1,2,low,0.093
512,0,0.991543450334355,0.008456549665645,58,M,2,High School,Single,$60K - $80K,Blue,45,1535,1612,47,0,8.761863373274727,8.486940148245216,7.385851078125209,0.2151113796169455,1,0,medium,1,0,medium,0.24
513,0,0.976496950188968,0.023503049811032,41,F,4,Graduate,Single,$40K - $60K,Blue,31,1658,1071,28,0,7.773173680482536,6.576469569048224,6.977281341630747,0.5294510878891555,1,0,high,1,2,low,0.698
514,0,0.9331788683100954,0.0668211316899045,33,M,2,Graduate,Married,$60K - $80K,Blue,13,1721,1378,37,0,7.582738488914411,5.493061443340548,7.229113877793302,0.6296747576043717,1,0,medium,1,2,low,0.877
515,0,0.9371204834414416,0.0628795165585582,47,F,4,College,Single,Less than $40K,Blue,37,1084,1100,29,0,8.356319965828153,8.062432791583195,7.00397413672268,0.2271355725837472,1,0,high,1,2,low,0.255
516,0,0.9703484878881996,0.0296515121118004,56,F,1,Graduate,Married,Less than $40K,Blue,49,1152,2052,45,0,8.53660358493606,8.28045768658256,7.627057417018934,0.2037568375140196,1,0,high,1,0,medium,0.226
517,0,0.8900080165671747,0.1099919834328253,51,M,1,Graduate,Single,$60K - $80K,Blue,45,2517,1349,33,0,8.079927770758275,6.568077911411976,7.2078598714324755,0.5766133643039938,1,0,medium,1,2,low,0.78
518,0,0.9750743536097672,0.0249256463902328,49,M,1,Graduate,Unknown,$40K - $60K,Silver,41,977,1215,36,0,9.915020788349802,9.865526046249007,7.103322062526113,0.0468835858988504,1,0,high,1,2,low,0.048
519,0,0.8765810994509214,0.1234189005490785,50,M,1,Unknown,Single,$120K +,Blue,39,2137,1149,25,1,10.222413899227051,10.141559124434574,7.047517221357296,0.0751074724868054,1,0,medium,1,2,low,0.078
520,0,0.7076530081807776,0.2923469918192224,55,F,3,Unknown,Married,$40K - $60K,Blue,47,1540,2354,50,0,7.5652752818989315,5.966146739123692,7.764296006450518,0.5866749360494286,1,0,high,1,0,medium,0.798
521,0,0.9655211685743904,0.0344788314256094,26,M,0,Graduate,Single,Less than $40K,Blue,13,2019,2644,40,0,7.857867559331803,6.340359303727752,7.8804263442924,0.5771750043075247,1,0,high,1,2,low,0.781
522,1,0.3855844155319089,0.6144155844680911,58,M,1,College,Married,$80K - $120K,Blue,47,1799,918,14,1,9.405249044275608,9.245031611766112,6.823286122355687,0.1380212978973746,1,0,medium,1,2,low,0.148
523,0,0.966689997990747,0.033310002009253,46,M,3,High School,Single,$80K - $120K,Gold,42,2113,1362,31,0,10.44920723527944,10.38603715095038,7.217443431696533,0.059211859631846,1,0,medium,1,2,low,0.061
524,0,0.9792653502889366,0.0207346497110633,48,M,4,High School,Married,$120K +,Blue,31,1013,1222,37,0,10.44920723527944,10.419420113670265,7.109062135687172,0.0285874568519125,1,0,high,1,1,low,0.029
525,0,0.8826723810099204,0.1173276189900796,42,M,4,Uneducated,Divorced,$60K - $80K,Blue,32,0,1364,32,0,8.61341204915678,8.61341204915678,7.21890970761906,0.0,0,0,high,1,2,low,0.0
526,0,0.9879725685940798,0.0120274314059202,37,M,4,Graduate,Married,$80K - $120K,Blue,28,1203,1463,40,0,9.21253795551967,9.08466376388818,7.288927694521257,0.1133286853070031,1,0,high,1,2,low,0.12
527,0,0.9959360042658224,0.0040639957341775,63,F,0,Unknown,Married,Less than $40K,Blue,49,2318,1631,31,0,8.177234885510194,7.123672785204607,7.397561535524052,0.501381164937991,1,0,high,1,0,low,0.651
528,0,0.975514895730919,0.024485104269081,50,M,3,High School,Single,$40K - $60K,Silver,44,1513,1878,55,0,9.896160777149667,9.816894269951032,7.538494999413465,0.0732504617395926,1,0,high,1,3,medium,0.076
529,0,0.9618551214498342,0.0381448785501658,41,F,1,High School,Single,$40K - $60K,Blue,31,838,1489,32,0,8.511175119090675,8.326516830239528,7.306531398939505,0.1561486824899313,1,0,high,1,2,low,0.169
530,0,0.970902552979368,0.0290974470206319,48,F,3,Graduate,Divorced,Less than $40K,Blue,40,1603,1437,37,0,8.044947049617722,7.323170717943469,7.271008538280992,0.414755155015257,1,0,medium,1,2,low,0.514
531,0,0.9932737112965097,0.0067262887034902,46,M,2,College,Single,$80K - $120K,Blue,41,2332,1313,37,0,9.977063240194449,9.862405107434896,7.1808311990445555,0.102556588325092,1,0,high,1,0,low,0.108
532,0,0.9937125516232443,0.0062874483767556,61,M,0,High School,Single,$60K - $80K,Blue,51,1412,1290,38,0,8.61341204915678,8.317033476492403,7.1631723908466425,0.2287279296081103,1,0,high,1,2,low,0.257
533,0,0.97052302343816,0.0294769765618399,59,F,0,Unknown,Married,Less than $40K,Blue,53,1124,1975,49,0,8.614864218589684,8.386856689688234,7.588829878307813,0.1856493468866293,1,0,high,1,2,medium,0.204
534,1,0.0176200112589672,0.9823799887410328,53,F,2,Doctorate,Married,Unknown,Blue,39,0,807,22,1,7.271912163268625,7.271912163268625,6.694562058521095,0.0,0,0,low,1,2,low,0.0
535,0,0.9954814033257874,0.0045185966742126,39,F,3,Doctorate,Unknown,$40K - $60K,Blue,28,1466,1438,28,0,8.890548245606167,8.665095821339733,7.271703706887368,0.1839868361130158,1,0,high,1,0,low,0.202
536,0,0.98975123208459,0.01024876791541,51,M,3,High School,Married,$120K +,Blue,40,1692,1233,29,0,8.898365606955357,8.63550941823428,7.1180162044653335,0.2078268472023164,1,0,high,1,2,low,0.231
537,1,0.0373155475654968,0.9626844524345032,45,M,2,Graduate,Married,$60K - $80K,Blue,25,0,709,27,1,7.271912163268625,7.271912163268625,6.565264970035361,0.0,0,0,medium,2,2,low,0.0
538,0,0.9694867248259842,0.0305132751740158,48,M,4,Unknown,Single,$60K - $80K,Blue,30,1387,1597,39,0,8.950662495933999,8.752423403865594,7.37650812632622,0.1655144384775733,1,0,high,1,2,low,0.18
539,0,0.9414850127278264,0.0585149872721737,47,M,1,Graduate,Married,$60K - $80K,Blue,37,0,1283,28,0,7.627544390488503,7.627544390488503,7.157735484249907,0.0,0,0,high,1,0,low,0.0
540,0,0.7877776933278129,0.2122223066721871,41,M,2,High School,Married,$40K - $60K,Blue,32,2517,1101,37,0,9.457590998633624,9.2387334464774,7.004881989712859,0.1798184265758361,1,0,medium,1,2,low,0.197
541,0,0.9765302701427004,0.0234697298572996,48,M,4,College,Married,$80K - $120K,Blue,36,1601,1593,36,0,10.182784568453467,10.12033130170181,7.374001859350161,0.059211859631846,1,1,medium,1,2,low,0.061
542,0,0.9883443287720612,0.0116556712279388,50,F,4,Graduate,Single,Less than $40K,Blue,36,1928,1631,46,0,8.047509510981422,7.088408778675395,7.397561535524052,0.4805725805949697,1,1,high,1,0,medium,0.617
543,0,0.8455759931045456,0.1544240068954544,56,F,2,Post-Graduate,Married,Less than $40K,Blue,48,2259,2194,53,0,8.503297086224126,7.890582534656536,7.693937325509272,0.3770656335864664,1,0,high,1,2,medium,0.458
544,0,0.7231434588082042,0.2768565411917958,39,F,2,College,Single,Less than $40K,Blue,36,0,1128,27,0,9.156623089470196,9.156623089470196,7.029087564149662,0.0,0,1,high,1,2,low,0.0
545,0,0.989537221457368,0.0104627785426319,47,M,1,Graduate,Married,$80K - $120K,Blue,37,1667,1497,35,0,9.369308003071827,9.215924750270084,7.311886164077165,0.1327811112338184,1,0,high,1,2,low,0.142
546,0,0.8856072863625198,0.1143927136374801,44,M,2,Graduate,Single,$120K +,Blue,33,0,1385,50,0,9.495669678844369,9.495669678844369,7.234177179749849,0.0,0,0,high,1,2,medium,0.0
547,0,0.9019596009919244,0.0980403990080756,61,F,1,Unknown,Married,Unknown,Blue,47,0,1449,27,0,7.271912163268625,7.271912163268625,7.27931883541462,0.0,0,0,high,1,2,low,0.0
548,1,0.1230475096184336,0.8769524903815663,43,F,2,Post-Graduate,Married,Less than $40K,Blue,37,0,974,28,1,7.271912163268625,7.271912163268625,6.882437470997847,0.0,0,0,medium,1,1,low,0.0
549,1,0.0413471575714604,0.9586528424285397,59,M,1,High School,Married,$60K - $80K,Blue,36,0,731,18,1,8.810757927026174,8.810757927026174,6.595780513961311,0.0,0,1,medium,1,2,low,0.0
550,0,0.956046481127738,0.0439535188722619,42,F,2,Uneducated,Married,Unknown,Blue,31,0,1191,37,0,10.030956857781932,10.030956857781932,7.083387847625295,0.0,0,0,high,1,0,low,0.0
551,0,0.9892567483261236,0.0107432516738763,40,M,4,Unknown,Divorced,$40K - $60K,Gold,28,1788,1421,34,0,10.08505882793938,10.00757726106051,7.259819610363186,0.0723206615796261,1,0,high,1,2,low,0.075
552,0,0.9907708841381012,0.0092291158618988,65,M,2,Unknown,Married,Less than $40K,Blue,56,1010,1256,35,0,7.7488913372555315,7.1770187659099,7.136483208590247,0.3618614706260324,1,0,high,1,3,low,0.436
553,0,0.9789237019878478,0.0210762980121521,48,M,1,College,Married,$60K - $80K,Blue,29,1040,1744,50,0,9.869154873455622,9.81383633058348,7.464509834636528,0.0525924501191705,1,0,high,1,2,medium,0.054
554,0,0.9302335615737004,0.0697664384262996,44,M,2,Graduate,Single,$40K - $60K,Blue,34,1993,1766,39,0,8.5814816812986,8.113426639943654,7.477038472319696,0.3177261938001576,1,0,high,1,1,low,0.374
555,0,0.9647855510477906,0.0352144489522094,36,F,4,Unknown,Married,Unknown,Blue,31,1276,2229,48,0,9.66147968357552,9.5767180913763,7.709756864454165,0.0778865386570712,1,0,high,1,0,medium,0.081
556,0,0.8048221306782521,0.1951778693217479,45,M,4,Graduate,Single,$60K - $80K,Blue,30,894,1773,39,0,9.777130363659603,9.72507833256209,7.480992162869525,0.049742091894814,1,0,high,1,2,low,0.051
557,0,0.699869084976257,0.300130915023743,39,M,2,Graduate,Married,$80K - $120K,Blue,34,0,1860,37,0,9.76646435636946,9.76646435636946,7.528869256642251,0.0,0,0,high,1,2,low,0.0
558,0,0.6423840799746922,0.3576159200253078,40,M,4,College,Unknown,$80K - $120K,Blue,25,0,1179,27,0,7.582229194276461,7.582229194276461,7.07326971745971,0.0,0,0,medium,1,1,low,0.0
559,1,0.1023816267244797,0.8976183732755203,62,M,0,High School,Married,$60K - $80K,Blue,56,0,906,16,1,8.996899596123358,8.996899596123358,6.810142450115136,0.0,0,0,medium,1,2,low,0.0
560,0,0.9911125958335112,0.0088874041664887,26,M,0,Graduate,Single,$40K - $60K,Blue,13,1616,2781,54,0,8.098946748943339,7.423568444259167,7.930925372483388,0.3994470357826014,1,0,high,1,2,medium,0.491
561,0,0.9868909358495604,0.0131090641504397,60,M,0,Uneducated,Single,Less than $40K,Blue,53,1728,1650,53,0,7.784473235736469,6.51471269087253,7.409136443920128,0.5417427264007122,1,0,high,1,2,medium,0.719
562,0,0.9912625256243038,0.0087374743756961,54,F,3,Doctorate,Single,Less than $40K,Blue,42,1999,1446,37,0,9.133135301067211,8.889859587773016,7.277247726631484,0.1955667835439752,1,0,high,1,0,low,0.216
563,0,0.988956349476871,0.0110436505231288,62,M,0,Graduate,Married,$60K - $80K,Blue,36,895,1703,48,0,8.209308411646937,7.930206206684683,7.440733707389261,0.2183319943169877,1,1,high,1,2,medium,0.244
564,1,0.0190951171133788,0.9809048828866213,57,M,2,College,Married,$40K - $60K,Blue,50,0,761,17,1,8.773848885262895,8.773848885262895,6.635946555686647,0.0,0,0,low,2,2,low,0.0
565,0,0.7912519428448286,0.2087480571551714,59,M,0,Graduate,Single,$40K - $60K,Blue,48,0,1536,44,0,7.40184157874383,7.40184157874383,7.337587743538596,0.0,0,0,high,1,2,medium,0.0
566,0,0.8983464020457016,0.1016535979542984,46,M,4,Graduate,Single,$60K - $80K,Blue,38,2480,1373,36,0,8.374707543119483,7.526178913346146,7.2254814727822945,0.4523486940070148,1,0,medium,1,2,low,0.572
567,0,0.9921036999614185,0.0078963000385815,44,M,4,High School,Single,$60K - $80K,Blue,32,1034,1256,29,0,8.081475040137052,7.696212639346407,7.136483208590247,0.2776317365982795,1,0,high,1,2,low,0.32
568,1,0.0320889826297342,0.9679110173702656,48,M,4,Unknown,Single,$80K - $120K,Blue,36,2517,643,16,1,9.381179591661104,9.142703723260372,6.467698726104354,0.1922718876471227,1,1,low,1,1,low,0.212
569,0,0.9962247745628448,0.0037752254371552,43,M,2,Uneducated,Divorced,$120K +,Silver,24,1938,1215,45,0,10.44920723527944,10.391423188007874,7.103322062526113,0.0544881852840697,1,0,high,1,0,medium,0.056
570,0,0.9588395604911176,0.0411604395088824,57,M,4,Uneducated,Married,$120K +,Blue,38,1961,2244,58,0,9.89358872035688,9.78931050747373,7.716460800176355,0.0944006754214843,1,0,high,2,2,medium,0.099
571,0,0.9939679292819568,0.0060320707180432,46,M,3,College,Unknown,$80K - $120K,Blue,36,1729,1409,36,0,10.12141753679745,10.049361215025671,7.251344983372214,0.0676586484738148,1,1,high,1,2,low,0.07
572,0,0.9939388019002,0.0060611980997998,40,M,3,High School,Unknown,$60K - $80K,Blue,36,1975,1469,23,0,8.195609567288775,7.408530566894626,7.293017679772782,0.4350239103497088,1,1,high,1,1,low,0.545
573,0,0.9730446072503062,0.0269553927496938,54,M,1,Unknown,Married,$80K - $120K,Blue,36,960,1847,59,0,8.728426091704613,8.559486103606488,7.521859252201629,0.1441003439737568,1,1,high,1,2,medium,0.155
574,0,0.9954645043222576,0.0045354956777425,57,F,1,Graduate,Single,$40K - $60K,Blue,48,1945,1277,29,0,9.301459965343666,9.10597935665144,7.15305163493748,0.1638180852293949,1,0,high,1,0,low,0.178
575,0,0.8899096614492957,0.1100903385507043,44,M,4,Graduate,Married,$60K - $80K,Blue,28,0,1227,24,0,9.33600338997184,9.33600338997184,7.113142108707088,0.0,0,0,high,1,2,low,0.0
576,0,0.9717228245104954,0.0282771754895046,47,F,2,Doctorate,Married,Less than $40K,Blue,35,1184,1336,38,0,8.620651899784468,8.380456667842767,7.198183577101943,0.1939206926373065,1,0,medium,1,2,low,0.214
577,0,0.9816338076791038,0.0183661923208961,47,M,4,Doctorate,Married,$60K - $80K,Blue,36,706,1110,58,0,9.886646535340102,9.850086775809013,7.01301578963963,0.0353671438372913,1,1,high,1,1,medium,0.036
578,0,0.9907671255905632,0.0092328744094366,50,F,2,High School,Married,Less than $40K,Blue,43,1412,1474,26,0,7.982074875081202,7.323830566202317,7.29641326877392,0.3933925268738951,1,0,high,1,2,low,0.482
579,0,0.96671528322481,0.03328471677519,53,F,3,College,Married,$40K - $60K,Blue,33,1618,1955,44,0,8.546169299652755,8.16876982367527,7.578656850594762,0.2730759200624187,1,0,high,1,2,medium,0.314
580,1,0.0850877022656305,0.9149122977343694,56,M,1,College,Married,$60K - $80K,Blue,44,0,660,17,1,7.4413203897176174,7.4413203897176174,6.493753839851686,0.0,0,0,high,1,2,low,0.0
581,1,0.0246538375402429,0.975346162459757,55,M,1,High School,Married,$60K - $80K,Blue,46,0,888,18,1,7.271912163268625,7.271912163268625,6.790097235513905,0.0,0,0,low,1,2,low,0.0
582,0,0.9612720600849812,0.0387279399150189,53,F,4,High School,Married,Less than $40K,Blue,36,1170,1785,45,0,7.99799931797973,7.498315870766981,7.487733761436444,0.3314596947976687,1,1,high,1,2,medium,0.393
583,1,0.0420006143139756,0.9579993856860244,61,M,1,Unknown,Married,$40K - $60K,Blue,49,788,705,14,1,8.607582191143917,8.452121194672523,6.559615237493242,0.1345308929576061,1,0,low,1,2,low,0.144
584,0,0.9913417934974748,0.0086582065025252,57,M,2,High School,Married,$60K - $80K,Blue,38,1822,1211,25,0,7.914617709040679,6.818924065275521,7.10002716662926,0.510425543744651,1,0,medium,1,2,low,0.666
585,0,0.9457903986126652,0.0542096013873347,50,M,2,Graduate,Married,$80K - $120K,Blue,37,862,1391,40,0,7.271912163268625,6.358362062066888,7.238496840894365,0.4693784338518171,1,0,high,1,1,low,0.599
586,0,0.9972676608200968,0.0027323391799032,56,F,2,Unknown,Married,Unknown,Blue,45,1782,1407,29,0,8.595449689382004,8.195609567288775,7.249925536717988,0.2851789422336624,1,0,high,1,0,low,0.33
587,0,0.97686249714799,0.0231375028520098,52,M,2,Graduate,Single,$120K +,Blue,44,2174,1616,50,0,10.44920723527944,10.384152893207228,7.388327859577107,0.0610950993598108,1,0,high,1,1,medium,0.063
588,0,0.9934013738792292,0.0065986261207708,60,M,0,Graduate,Married,Less than $40K,Blue,36,1311,1498,43,0,7.589335823170617,6.501289670540389,7.312553498102598,0.5086232002107907,1,1,high,1,2,medium,0.663
589,0,0.953956821317148,0.0460431786828519,49,M,4,Uneducated,Married,$80K - $120K,Blue,40,2252,1536,38,0,9.07280095795412,8.773848885262895,7.337587743538596,0.2295231582782488,1,0,medium,1,1,low,0.258
590,0,0.9416234941163096,0.0583765058836903,46,F,4,Doctorate,Divorced,Less than $40K,Blue,41,1378,1594,45,0,9.070388411548738,8.897819009510757,7.374629015218945,0.1475575643576146,1,0,high,1,1,medium,0.159
591,0,0.981753463287135,0.018246536712865,42,M,1,Uneducated,Married,$80K - $120K,Blue,36,710,1190,30,0,9.13216259091216,9.052282067317908,7.0825485693553,0.0741793981742515,1,1,high,1,2,low,0.077
592,0,0.9924887417642442,0.0075112582357558,45,M,3,High School,Married,Less than $40K,Blue,33,1430,1248,37,0,8.951310542097564,8.746398334109042,7.130098510125578,0.1697427745870945,1,0,high,2,0,low,0.185
593,1,0.0347822495344515,0.9652177504655484,45,F,4,Uneducated,Married,Less than $40K,Blue,38,0,827,21,1,8.498825534058053,8.498825534058053,6.71901315438526,0.0,0,0,medium,2,2,low,0.0
594,1,0.1272505429587617,0.8727494570412383,44,F,3,Doctorate,Married,Less than $40K,Blue,38,0,920,18,1,8.885025658050846,8.885025658050846,6.825460036255307,0.0,0,0,high,1,2,low,0.0
595,0,0.8232263921266307,0.1767736078733692,61,M,0,Uneducated,Single,$80K - $120K,Blue,48,0,1755,54,0,9.986955157777391,9.986955157777391,7.470793774195062,0.0,0,0,high,1,2,medium,0.0
596,1,0.0370293180360953,0.9629706819639048,55,M,3,Uneducated,Married,$60K - $80K,Blue,44,0,804,15,1,7.751045117971802,7.751045117971802,6.690842277418564,0.0,0,0,medium,1,2,low,0.0
597,0,0.8648180434433281,0.1351819565566718,44,M,4,Unknown,Divorced,$60K - $80K,Blue,29,0,1196,30,0,8.960467760919949,8.960467760919949,7.087573705557973,0.0,0,0,high,1,2,low,0.0
598,1,0.0490225199323425,0.9509774800676576,55,F,1,Unknown,Married,Less than $40K,Blue,36,361,850,22,1,7.271912163268625,6.983141005888027,6.7464121285733745,0.2239432314847741,1,1,high,1,2,low,0.251
599,0,0.9672979507928464,0.0327020492071534,57,M,2,Unknown,Married,$120K +,Blue,36,1314,1644,28,0,10.073272520325904,10.016235712227882,7.405495663199472,0.0535407669280298,1,1,medium,1,2,low,0.055
600,0,0.9199891971597078,0.0800108028402921,45,M,2,Doctorate,Married,$80K - $120K,Blue,40,693,1749,50,0,9.368283850042138,9.307285578032662,7.46737106691756,0.0573250666192694,1,0,high,1,1,medium,0.059
601,1,0.4961643728395839,0.5038356271604161,57,F,0,High School,Married,$40K - $60K,Blue,45,845,2307,45,0,7.731492029245684,7.268223021159565,7.744136627627991,0.3155404005801773,1,0,medium,1,2,medium,0.371
602,0,0.9940409345953858,0.0059590654046142,31,M,0,Uneducated,Married,$40K - $60K,Blue,22,1113,1757,45,0,8.30622521603216,7.984803389734406,7.471932078245122,0.2429461786103894,1,0,medium,1,0,medium,0.275
603,0,0.98620777325532,0.0137922267446799,34,F,2,Graduate,Married,Less than $40K,Blue,24,1853,1826,35,0,8.20631072579402,7.501634457883413,7.510430556378006,0.4094571293777018,1,0,high,1,2,low,0.506
604,1,0.0155001143164094,0.9844998856835906,53,F,1,Graduate,Single,Less than $40K,Blue,36,0,799,17,1,7.271912163268625,7.271912163268625,6.684611727667927,0.0,0,1,low,1,2,low,0.0
605,0,0.981204739947102,0.0187952600528979,35,F,1,College,Single,Unknown,Blue,28,1575,2121,60,0,8.165932137321585,7.572502985020384,7.660114319173928,0.3701832939635246,1,0,high,2,2,medium,0.448
606,0,0.8918746057559971,0.1081253942440028,44,F,4,Graduate,Married,Less than $40K,Blue,36,0,1468,29,0,7.4489161025442,7.4489161025442,7.292337176173877,0.0,0,1,high,1,0,low,0.0
